pdf,page,country,hs_code,description
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,28,US,0713.10.4080,"Dried leguminous vegetables, shelled, whether or not skinned or split: Peas (Pisum sativum): Other: Yellow peas: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,28,,0713.20,"Dried leguminous vegetables, shelled, whether or not skinned or split: Chickpeas (garbanzos):"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,28,US,0713.20.1000,"Dried leguminous vegetables, shelled, whether or not skinned or split: Chickpeas (garbanzos): Seeds of a kind used for sowing"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,28,,0713.20.20,"Dried leguminous vegetables, shelled, whether or not skinned or split: Chickpeas (garbanzos): Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,28,US,0713.20.2015,"Dried leguminous vegetables, shelled, whether or not skinned or split: Chickpeas (garbanzos): Other Certified organic"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,28,US,0713.20.2025,"Dried leguminous vegetables, shelled, whether or not skinned or split: Chickpeas (garbanzos): Other: Kabuli chickpeas"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,28,US,0713.20.2075,"Dried leguminous vegetables, shelled, whether or not skinned or split: Chickpeas (garbanzos): Other Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,29,,0713,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,29,,0713.31,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.):"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,29,US,0713.31.1000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek: Seeds of a kind used for sowing."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,29,US,0713.31.2000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): Other: If entered for consumption during the period from May 1 to August 31, inclusive, in any year"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,29,US,0713.31.4000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): Other: If entered for consumption outside the above stated period, or if withdrawn for consumption at any time"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,29,,0713.32,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Small red (adzuki) beans (Phaseolus or Vigna angularis):"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,29,US,0713.32.1000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Small red (adzuki) beans (Phaseolus or Vigna angularis): Seeds of a kind used for sowing."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,29,US,0713.32.2000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Small red (adzuki) beans (Phaseolus or Vigna angularis): Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,,0713,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,,0713.33,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Kidney beans, including white pea beans (Phaseolus vulgaris):"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,,0713.33.10,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Kidney beans, including white pea beans (Phaseolus vulgaris): Seeds of a kind used for sowing."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,US,0713.33.2020,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Kidney beans, including white pea beans (Phaseolus vulgaris): Navy or pea beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,US,0713.33.2040,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Kidney beans, including white pea beans (Phaseolus vulgaris): Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,,0713.33.20,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Kidney beans, including white pea beans (Phaseolus vulgaris): Other: If entered for consumption during the period from May 1 to August 31, inclusive, in any year."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,US,0713.33.4020,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Kidney beans, including white pea beans (Phaseolus vulgaris): Navy or pea beans"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,US,0713.33.4030,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Kidney beans, including white pea beans (Phaseolus vulgaris): Dark red beans"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,US,0713.33.4050,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Kidney beans, including white pea beans (Phaseolus vulgaris): Light red beans"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,US,0713.33.4090,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Kidney beans, including white pea beans (Phaseolus vulgaris): Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,,0713.33.40,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Kidney beans, including white pea beans (Phaseolus vulgaris): If entered for consumption outside the above stated period, or if withdrawn for consumption at any time"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,,0713.34,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Bambara beans (Vigna subterranea or Voandzeia subterranea):"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,US,0713.34.1000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Bambara beans (Vigna subterranea or Voandzeia subterranea): Of a kind used for sowing."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,US,0713.34.2000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Bambara beans (Vigna subterranea or Voandzeia subterranea): Other: If entered for consumption during the period from May 1 to August 31, Inclusive, in any year."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,US,0713.34.4000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Bambara beans (Vigna subterranea or Voandzeia subterranea): If entered for consumption outside the above stated period, or if withdrawn for consumption at any time"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,30,US,0713.35.0000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Cowpeas (Vigna unguiculata)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,,0713,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,,0713.39,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,,0713.39.11,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: Seeds of a kind used for sowing."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.1110,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: Seeds of a kind used for sowing. Cranberry beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.1190,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: Seeds of a kind used for sowing. Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,,0713.39.21,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: Other: If entered for consumption during the period from May 1 to August 31, inclusive, in any year."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.2110,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: Other: If entered for consumption during the period from May 1 to August 31, inclusive, in any year. Black beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.2120,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: Other: If entered for consumption during the period from May 1 to August 31, inclusive, in any year. Great Northern beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.2130,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: Other: If entered for consumption during the period from May 1 to August 31, inclusive, in any year. Baby lima beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.2140,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: Other: If entered for consumption during the period from May 1 to August 31, inclusive, in any year. Other lima beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.2150,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: Other: If entered for consumption during the period from May 1 to August 31, inclusive, in any year. Pinto beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.2160,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: Other: If entered for consumption during the period from May 1 to August 31, inclusive, in any year. Other white beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.2170,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: Other: If entered for consumption during the period from May 1 to August 31, inclusive, in any year. Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,,0713.39.41,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: If entered for consumption outside the above stated period, or if withdrawn for consumption at any time."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.4110,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: If entered for consumption outside the above stated period, or if withdrawn for consumption at any time. Black beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.4120,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: If entered for consumption outside the above stated period, or if withdrawn for consumption at any time. Great Northern beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.4130,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: If entered for consumption outside the above stated period, or if withdrawn for consumption at any time. Baby lima beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.4140,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: If entered for consumption outside the above stated period, or if withdrawn for consumption at any time. Other lima beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.4150,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: If entered for consumption outside the above stated period, or if withdrawn for consumption at any time. Pinto beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.4160,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: If entered for consumption outside the above stated period, or if withdrawn for consumption at any time. Other white beans."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,31,US,0713.39.4170,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Beans (Vigna spp., Phaseolus spp.): (con.) Other: If entered for consumption outside the above stated period, or if withdrawn for consumption at any time. Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,,0713,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,,0713.40,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Lentils:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.40.1000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Lentils Lentils: Seeds of a kind used for sowing."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,,0713.40.20,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Lentils Lentils: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.40.2015,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Lentils Lentils: Other Lentils: Other Green lentils, including French green (dark speckled): Certified organic."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.40.2020,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Lentils Lentils: Other Lentils: Other Green lentils, including French green (dark speckled): Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.40.2035,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Lentils Lentils: Other Lentils: Other Red: Certified organic."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.40.2050,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Lentils Lentils: Other Lentils: Other Red: Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.40.2065,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Lentils Lentils: Other Lentils: Other Other: Certified organic."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.40.2085,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Lentils Lentils: Other Lentils: Other Other: Other."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,,0713.50,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina and Vicia faba var. minor):"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.50.1000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina and Vicia faba var. minor) Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina and Vicia faba var. minor): Seeds of a kind used for sowing."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.50.2000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina and Vicia faba var. minor) Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina and Vicia faba var. minor): Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,,0713.60,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Pigeon peas (Cajanus cajan):"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.60.1000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Pigeon peas (Cajanus cajan) Pigeon peas (Cajanus cajan): Of a kind used for sowing."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.60.6000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Pigeon peas (Cajanus cajan) Pigeon peas (Cajanus cajan): Other: If entered for consumption during the period from May 1 to August 31, inclusive, in any year"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,US,0713.60.8000,"Dried leguminous vegetables, shelled, whether or not skinned or split: (con.) Pigeon peas (Cajanus cajan) Pigeon peas (Cajanus cajan): Other: If entered for consumption outside the above stated period, or if withdrawn for consumption at any time"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,,0713,"Dried leguminous vegetables, shelled, whether or not skinned or split"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,,0713.90,"Dried leguminous vegetables, shelled, whether or not skinned or split Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,US,0713.90.1100,"Dried leguminous vegetables, shelled, whether or not skinned or split Other Seeds of a kind used for sowing"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,US,0713.90.5000,"Dried leguminous vegetables, shelled, whether or not skinned or split Other Guar seeds"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,US,0713.90.6100,"Dried leguminous vegetables, shelled, whether or not skinned or split Other If entered for consumption during the period from May 1 to August 31, inclusive, in any year"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,US,0713.90.8100,"Dried leguminous vegetables, shelled, whether or not skinned or split Other If entered for consumption outside the above stated period, or if withdrawn for consumption at any time"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,,0714,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,,0714.10,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith Cassava (manioc)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,US,0714.10.1000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith Cassava (manioc) Frozen"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,US,0714.10.2000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith Cassava (manioc) Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,,0714.20,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith Sweet potatoes"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,US,0714.20.1000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith Sweet potatoes Frozen"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,US,0714.20.2000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith Sweet potatoes Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,,0714,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,,0714.30,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Yams (Dioscorea spp.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.30.1000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Yams (Dioscorea spp.) Yams (Dioscorea spp.): Fresh or chilled"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.30.2000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Yams (Dioscorea spp.) Yams (Dioscorea spp.): Frozen"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.30.5000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Yams (Dioscorea spp.) Yams (Dioscorea spp.): Other: In the form of pellets"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.30.6000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Yams (Dioscorea spp.) Yams (Dioscorea spp.): Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,,0714.40,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Taro (Colocasia spp.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.40.1001,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Taro (Colocasia spp.) Taro (Colocasia spp.): Fresh or chilled"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.40.2000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Taro (Colocasia spp.) Taro (Colocasia spp.): Frozen"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.40.5000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Taro (Colocasia spp.) Taro (Colocasia spp.): Other: In the form of pellets"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.40.6000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Taro (Colocasia spp.) Taro (Colocasia spp.): Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,,0714.50,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Yautia (Xanthosoma spp.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.50.1000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Yautia (Xanthosoma spp.) Yautia (Xanthosoma spp.): Fresh or chilled"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.50.2000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Yautia (Xanthosoma spp.) Yautia (Xanthosoma spp.): Frozen"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.50.5000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Yautia (Xanthosoma spp.) Yautia (Xanthosoma spp.): Other: In the form of pellets"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,US,0714.50.6000,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Yautia (Xanthosoma spp.) Yautia (Xanthosoma spp.): Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,,0714,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,,0714.90,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Other:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,US,0714.90.0500,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Other: Fresh or chilled: Chinese water chestnuts"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,US,0714.90.3900,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,US,0714.90.4100,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Other: Frozen: Mixtures of pea pods and Chinese water chestnuts"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,US,0714.90.4200,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Other: Frozen: Other mixtures of Chinese water chestnuts"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,US,0714.90.4400,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Other: Frozen: Chinese water chestnuts, not mixed"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,US,0714.90.4600,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Other: Frozen: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,US,0714.90.4800,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Other: Chinese water chestnuts"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,US,0714.90.5100,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Other: In the form of pellets"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,US,0714.90.6100,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith: (con.) Other: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,2,,0801,"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled:"
